"location","mortalityRate","state","county"
"Allegheny County, Pennsylvania",-52.36,"42","003"
"Armstrong County, Pennsylvania",-51.87,"42","005"
"Beaver County, Pennsylvania",-52.63,"42","007"
"Bedford County, Pennsylvania",-50.31,"42","009"
"Berks County, Pennsylvania",-48.84,"42","011"
"Blair County, Pennsylvania",-51.34,"42","013"
"Bradford County, Pennsylvania",-50.39,"42","015"
"Bucks County, Pennsylvania",-60.03,"42","017"
"Butler County, Pennsylvania",-52.33,"42","019"
"Cambria County, Pennsylvania",-48.08,"42","021"
"Cameron County, Pennsylvania",-57.34,"42","023"
"Carbon County, Pennsylvania",-52.85,"42","025"
"Centre County, Pennsylvania",-59.48,"42","027"
"Chester County, Pennsylvania",-57.3,"42","029"
"Clarion County, Pennsylvania",-49.17,"42","031"
"Clearfield County, Pennsylvania",-52.91,"42","033"
"Clinton County, Pennsylvania",-51.31,"42","035"
"Columbia County, Pennsylvania",-46.93,"42","037"
"Crawford County, Pennsylvania",-46.95,"42","039"
"Cumberland County, Pennsylvania",-50.32,"42","041"
"Dauphin County, Pennsylvania",-48.27,"42","043"
"Delaware County, Pennsylvania",-51.87,"42","045"
"Elk County, Pennsylvania",-58.24,"42","047"
"Erie County, Pennsylvania",-54.62,"42","049"
"Fayette County, Pennsylvania",-46.21,"42","051"
"Forest County, Pennsylvania",-49.2,"42","053"
"Franklin County, Pennsylvania",-53.97,"42","055"
"Fulton County, Pennsylvania",-53.18,"42","057"
"Greene County, Pennsylvania",-47.9,"42","059"
"Huntingdon County, Pennsylvania",-52.5,"42","061"
"Indiana County, Pennsylvania",-54.83,"42","063"
"Jefferson County, Pennsylvania",-48.61,"42","065"
"Juniata County, Pennsylvania",-56.44,"42","067"
"Lackawanna County, Pennsylvania",-50.37,"42","069"
"Lancaster County, Pennsylvania",-55.18,"42","071"
"Lawrence County, Pennsylvania",-52.42,"42","073"
"Lebanon County, Pennsylvania",-55.75,"42","075"
"Lehigh County, Pennsylvania",-56.67,"42","077"
"Luzerne County, Pennsylvania",-44.63,"42","079"
"Lycoming County, Pennsylvania",-50.28,"42","081"
"McKean County, Pennsylvania",-42.06,"42","083"
"Mercer County, Pennsylvania",-46.9,"42","085"
"Mifflin County, Pennsylvania",-55.82,"42","087"
"Monroe County, Pennsylvania",-55.86,"42","089"
"Montgomery County, Pennsylvania",-51.86,"42","091"
"Montour County, Pennsylvania",-51.96,"42","093"
"Northampton County, Pennsylvania",-56.61,"42","095"
"Northumberland County, Pennsylvania",-49.46,"42","097"
"Perry County, Pennsylvania",-50.84,"42","099"
"Philadelphia County, Pennsylvania",-45.28,"42","101"
"Pike County, Pennsylvania",-66.76,"42","103"
"Potter County, Pennsylvania",-53.51,"42","105"
"Schuylkill County, Pennsylvania",-42.13,"42","107"
"Snyder County, Pennsylvania",-59.64,"42","109"
"Somerset County, Pennsylvania",-48.56,"42","111"
"Sullivan County, Pennsylvania",-51.37,"42","113"
"Susquehanna County, Pennsylvania",-48.7,"42","115"
"Tioga County, Pennsylvania",-56.07,"42","117"
"Union County, Pennsylvania",-56.59,"42","119"
"Venango County, Pennsylvania",-55.46,"42","121"
"Warren County, Pennsylvania",-46.47,"42","123"
"Washington County, Pennsylvania",-53.62,"42","125"
"Wayne County, Pennsylvania",-45.88,"42","127"
"Westmoreland County, Pennsylvania",-51.31,"42","129"
"Wyoming County, Pennsylvania",-43.54,"42","131"
"York County, Pennsylvania",-50.48,"42","133"
"Bristol County, Rhode Island",-52.66,"44","001"
"Kent County, Rhode Island",-53.13,"44","003"
"Newport County, Rhode Island",-54.27,"44","005"
"Providence County, Rhode Island",-48.28,"44","007"
"Washington County, Rhode Island",-57.78,"44","009"
"Abbeville County, South Carolina",-46.65,"45","001"
"Aiken County, South Carolina",-54.63,"45","003"
"Allendale County, South Carolina",-40.09,"45","005"
"Anderson County, South Carolina",-47.56,"45","007"
"Bamberg County, South Carolina",-45.16,"45","009"
"Barnwell County, South Carolina",-42.9,"45","011"
"Beaufort County, South Carolina",-66.08,"45","013"
"Berkeley County, South Carolina",-58.42,"45","015"
"Calhoun County, South Carolina",-45.09,"45","017"
"Charleston County, South Carolina",-57.61,"45","019"
"Cherokee County, South Carolina",-30.19,"45","021"
"Chester County, South Carolina",-38.15,"45","023"
"Chesterfield County, South Carolina",-44.12,"45","025"
"Clarendon County, South Carolina",-51.78,"45","027"
"Colleton County, South Carolina",-47.51,"45","029"
"Darlington County, South Carolina",-44.85,"45","031"
"Dillon County, South Carolina",-46.03,"45","033"
"Dorchester County, South Carolina",-59.14,"45","035"
"Edgefield County, South Carolina",-55.66,"45","037"
"Fairfield County, South Carolina",-44.68,"45","039"
"Florence County, South Carolina",-48.9,"45","041"
"Georgetown County, South Carolina",-55.57,"45","043"
"Greenville County, South Carolina",-54.4,"45","045"
"Greenwood County, South Carolina",-51.49,"45","047"
"Hampton County, South Carolina",-44.03,"45","049"
"Horry County, South Carolina",-51.28,"45","051"
"Jasper County, South Carolina",-51.04,"45","053"
"Kershaw County, South Carolina",-48.91,"45","055"
"Lancaster County, South Carolina",-49.72,"45","057"
"Laurens County, South Carolina",-43.39,"45","059"
"Lee County, South Carolina",-41.29,"45","061"
"Lexington County, South Carolina",-51.86,"45","063"
"Marion County, South Carolina",-36.68,"45","067"
"Marlboro County, South Carolina",-52.33,"45","069"
"McCormick County, South Carolina",-53.8,"45","065"
"Newberry County, South Carolina",-42.93,"45","071"
"Oconee County, South Carolina",-49.92,"45","073"
"Orangeburg County, South Carolina",-53.87,"45","075"
"Pickens County, South Carolina",-37.44,"45","077"
"Richland County, South Carolina",-57.26,"45","079"
"Saluda County, South Carolina",-43.4,"45","081"
"Spartanburg County, South Carolina",-44.41,"45","083"
"Sumter County, South Carolina",-49.09,"45","085"
"Union County, South Carolina",-38.46,"45","087"
"Williamsburg County, South Carolina",-47.86,"45","089"
"York County, South Carolina",-58.89,"45","091"
"Aurora County, South Dakota",-49.16,"46","003"
"Beadle County, South Dakota",-47.92,"46","005"
"Bennett County, South Dakota",-49.93,"46","007"
"Bon Homme County, South Dakota",-51.87,"46","009"
"Brookings County, South Dakota",-45.06,"46","011"
"Brown County, South Dakota",-46.71,"46","013"
"Brule County, South Dakota",-43.55,"46","015"
"Buffalo County, South Dakota",-47.03,"46","017"
"Butte County, South Dakota",-50.54,"46","019"
"Campbell County, South Dakota",-47.2,"46","021"
"Charles Mix County, South Dakota",-52.05,"46","023"
"Clark County, South Dakota",-47.07,"46","025"
"Clay County, South Dakota",-40.29,"46","027"
"Codington County, South Dakota",-47.22,"46","029"
"Corson County, South Dakota",-42.11,"46","031"
"Custer County, South Dakota",-58.78,"46","033"
"Davison County, South Dakota",-42.76,"46","035"
"Day County, South Dakota",-37.21,"46","037"
"Deuel County, South Dakota",-52.41,"46","039"
"Dewey County, South Dakota",-41.96,"46","041"
"Douglas County, South Dakota",-50.51,"46","043"
"Edmunds County, South Dakota",-51.05,"46","045"
"Fall River County, South Dakota",-50.42,"46","047"
"Faulk County, South Dakota",-62.13,"46","049"
"Grant County, South Dakota",-39.71,"46","051"
"Gregory County, South Dakota",-48.24,"46","053"
"Haakon County, South Dakota",-45.13,"46","055"
"Hamlin County, South Dakota",-51.53,"46","057"
"Hand County, South Dakota",-55.55,"46","059"
"Hanson County, South Dakota",-44.46,"46","061"
"Harding County, South Dakota",-50.69,"46","063"
"Hughes County, South Dakota",-47.12,"46","065"
"Hutchinson County, South Dakota",-43.92,"46","067"
"Hyde County, South Dakota",-47.02,"46","069"
"Jackson County, South Dakota",-44.83,"46","071"
"Jerauld County, South Dakota",-52.16,"46","073"
"Jones County, South Dakota",-55.59,"46","075"
"Kingsbury County, South Dakota",-44.76,"46","077"
"Lake County, South Dakota",-37.89,"46","079"
"Lawrence County, South Dakota",-56.33,"46","081"
"Lincoln County, South Dakota",-60.94,"46","083"
"Lyman County, South Dakota",-55.42,"46","085"
"Marshall County, South Dakota",-47.28,"46","091"
"McCook County, South Dakota",-38.34,"46","087"
"McPherson County, South Dakota",-44.93,"46","089"
"Meade County, South Dakota",-46,"46","093"
"Mellette County, South Dakota",-49.6,"46","095"
"Miner County, South Dakota",-51.08,"46","097"
"Minnehaha County, South Dakota",-45.57,"46","099"
"Moody County, South Dakota",-45.23,"46","101"
"Oglala Lakota County, South Dakota",-52.43,"46","102"
"Pennington County, South Dakota",-54.31,"46","103"
"Perkins County, South Dakota",-43.96,"46","105"
"Potter County, South Dakota",-48.09,"46","107"
"Roberts County, South Dakota",-41.84,"46","109"
"Sanborn County, South Dakota",-53.84,"46","111"
"Spink County, South Dakota",-53.48,"46","115"
"Stanley County, South Dakota",-58.2,"46","117"
"Sully County, South Dakota",-55.81,"46","119"
"Todd County, South Dakota",-49.14,"46","121"
"Tripp County, South Dakota",-47.01,"46","123"
"Turner County, South Dakota",-44.31,"46","125"
"Union County, South Dakota",-57.89,"46","127"
"Walworth County, South Dakota",-46.62,"46","129"
"Yankton County, South Dakota",-52.07,"46","135"
"Ziebach County, South Dakota",-58.09,"46","137"
"Anderson County, Tennessee",-38.13,"47","001"
"Bedford County, Tennessee",-29.11,"47","003"
"Benton County, Tennessee",-19.91,"47","005"
"Bledsoe County, Tennessee",-44.81,"47","007"
"Blount County, Tennessee",-49.14,"47","009"
"Bradley County, Tennessee",-36.19,"47","011"
"Campbell County, Tennessee",-33.63,"47","013"
"Cannon County, Tennessee",-27.41,"47","015"
"Carroll County, Tennessee",-24.17,"47","017"
"Carter County, Tennessee",-37.18,"47","019"
"Cheatham County, Tennessee",-41.24,"47","021"
"Chester County, Tennessee",-36.93,"47","023"
"Claiborne County, Tennessee",-36.87,"47","025"
"Clay County, Tennessee",-27.83,"47","027"
"Cocke County, Tennessee",-36.06,"47","029"
"Coffee County, Tennessee",-28.68,"47","031"
"Crockett County, Tennessee",-19.79,"47","033"
"Cumberland County, Tennessee",-47.87,"47","035"
"Davidson County, Tennessee",-42.53,"47","037"
"DeKalb County, Tennessee",-35.4,"47","041"
"Decatur County, Tennessee",-25.6,"47","039"
"Dickson County, Tennessee",-42.41,"47","043"
"Dyer County, Tennessee",-33.53,"47","045"
"Fayette County, Tennessee",-41.22,"47","047"
"Fentress County, Tennessee",-34.34,"47","049"
"Franklin County, Tennessee",-42.87,"47","051"
"Gibson County, Tennessee",-32.37,"47","053"
"Giles County, Tennessee",-28.72,"47","055"
"Grainger County, Tennessee",-40.25,"47","057"
"Greene County, Tennessee",-36.15,"47","059"
"Grundy County, Tennessee",-23.62,"47","061"
"Hamblen County, Tennessee",-48.27,"47","063"
"Hamilton County, Tennessee",-49.22,"47","065"
"Hancock County, Tennessee",-36.28,"47","067"
"Hardeman County, Tennessee",-35.78,"47","069"
"Hardin County, Tennessee",-19.3,"47","071"
"Hawkins County, Tennessee",-39.04,"47","073"
"Haywood County, Tennessee",-31.73,"47","075"
"Henderson County, Tennessee",-28.85,"47","077"
"Henry County, Tennessee",-24.99,"47","079"
"Hickman County, Tennessee",-45.83,"47","081"
"Houston County, Tennessee",-33.99,"47","083"
"Humphreys County, Tennessee",-39.12,"47","085"
"Jackson County, Tennessee",-32.58,"47","087"
"Jefferson County, Tennessee",-37.39,"47","089"
"Johnson County, Tennessee",-39.91,"47","091"
"Knox County, Tennessee",-43.13,"47","093"
"Lake County, Tennessee",-28.5,"47","095"
"Lauderdale County, Tennessee",-33.15,"47","097"
"Lawrence County, Tennessee",-38.22,"47","099"
"Lewis County, Tennessee",-27.57,"47","101"
"Lincoln County, Tennessee",-34.96,"47","103"
"Loudon County, Tennessee",-54.61,"47","105"
"Macon County, Tennessee",-30.86,"47","111"
"Madison County, Tennessee",-42.56,"47","113"
"Marion County, Tennessee",-45.57,"47","115"
"Marshall County, Tennessee",-39,"47","117"
"Maury County, Tennessee",-49.96,"47","119"
"McMinn County, Tennessee",-37.2,"47","107"
"McNairy County, Tennessee",-24.88,"47","109"
"Meigs County, Tennessee",-33.35,"47","121"
"Monroe County, Tennessee",-37.87,"47","123"
"Montgomery County, Tennessee",-40.68,"47","125"
"Moore County, Tennessee",-41.7,"47","127"
"Morgan County, Tennessee",-47.59,"47","129"
"Obion County, Tennessee",-41.32,"47","131"
"Overton County, Tennessee",-31.24,"47","133"
"Perry County, Tennessee",-34.88,"47","135"
"Pickett County, Tennessee",-34,"47","137"
"Polk County, Tennessee",-38.49,"47","139"
"Putnam County, Tennessee",-44.54,"47","141"
"Rhea County, Tennessee",-39.93,"47","143"
"Roane County, Tennessee",-44.47,"47","145"
"Robertson County, Tennessee",-28.41,"47","147"
"Rutherford County, Tennessee",-42.25,"47","149"
"Scott County, Tennessee",-39.32,"47","151"
"Sequatchie County, Tennessee",-47.19,"47","153"
"Sevier County, Tennessee",-34.66,"47","155"
"Shelby County, Tennessee",-47.46,"47","157"
"Smith County, Tennessee",-31.76,"47","159"
"Stewart County, Tennessee",-28.37,"47","161"
"Sullivan County, Tennessee",-36.65,"47","163"
"Sumner County, Tennessee",-43.06,"47","165"
"Tipton County, Tennessee",-42.14,"47","167"
"Trousdale County, Tennessee",-34.59,"47","169"
"Unicoi County, Tennessee",-17.94,"47","171"
"Union County, Tennessee",-36.85,"47","173"
"Van Buren County, Tennessee",-32.91,"47","175"
"Warren County, Tennessee",-25.3,"47","177"
"Washington County, Tennessee",-36.78,"47","179"
"Wayne County, Tennessee",-34.43,"47","181"
"Weakley County, Tennessee",-44.24,"47","183"
"White County, Tennessee",-31.17,"47","185"
"Williamson County, Tennessee",-60.55,"47","187"
"Wilson County, Tennessee",-49.62,"47","189"
"Anderson County, Texas",-30.28,"48","001"
"Andrews County, Texas",-27.71,"48","003"
"Angelina County, Texas",-24.69,"48","005"
"Aransas County, Texas",-22.7,"48","007"
"Archer County, Texas",-42.4,"48","009"
"Armstrong County, Texas",-41.07,"48","011"
"Atascosa County, Texas",-46.7,"48","013"
"Austin County, Texas",-31.36,"48","015"
"Bailey County, Texas",-41.91,"48","017"
"Bandera County, Texas",-49.17,"48","019"
"Bastrop County, Texas",-38.89,"48","021"
"Baylor County, Texas",-37.53,"48","023"
"Bee County, Texas",-45.4,"48","025"
"Bell County, Texas",-49.44,"48","027"
"Bexar County, Texas",-47.39,"48","029"
"Blanco County, Texas",-38.77,"48","031"
"Borden County, Texas",-49.92,"48","033"
"Bosque County, Texas",-35.34,"48","035"
"Bowie County, Texas",-23.72,"48","037"
"Brazoria County, Texas",-42.15,"48","039"
"Brazos County, Texas",-45.02,"48","041"
"Brewster County, Texas",-48.5,"48","043"
"Briscoe County, Texas",-50.98,"48","045"
"Brooks County, Texas",-29.88,"48","047"
"Brown County, Texas",-32.32,"48","049"
"Burleson County, Texas",-40.94,"48","051"
"Burnet County, Texas",-46.4,"48","053"
"Caldwell County, Texas",-35.52,"48","055"
"Calhoun County, Texas",-44.5,"48","057"
"Callahan County, Texas",-39.11,"48","059"
"Cameron County, Texas",-46.38,"48","061"
"Camp County, Texas",-29.99,"48","063"
"Carson County, Texas",-30.53,"48","065"
"Cass County, Texas",-34.11,"48","067"
"Castro County, Texas",-55.85,"48","069"
"Chambers County, Texas",-47.71,"48","071"
"Cherokee County, Texas",-31.78,"48","073"
"Childress County, Texas",-43.67,"48","075"
"Clay County, Texas",-35.45,"48","077"
"Cochran County, Texas",-37.26,"48","079"
"Coke County, Texas",-37.07,"48","081"
"Coleman County, Texas",-40.04,"48","083"
"Collin County, Texas",-62.81,"48","085"
"Collingsworth County, Texas",-37.95,"48","087"
"Colorado County, Texas",-33.56,"48","089"
"Comal County, Texas",-49.18,"48","091"
"Comanche County, Texas",-37.93,"48","093"
"Concho County, Texas",-39.82,"48","095"
"Cooke County, Texas",-36.63,"48","097"
"Coryell County, Texas",-39.22,"48","099"
"Cottle County, Texas",-46.19,"48","101"
"Crane County, Texas",-29.5,"48","103"
"Crockett County, Texas",-37.5,"48","105"
"Crosby County, Texas",-41.18,"48","107"
"Culberson County, Texas",-44.85,"48","109"
"Dallam County, Texas",-36.12,"48","111"
"Dallas County, Texas",-49.92,"48","113"
"Dawson County, Texas",-37.65,"48","115"
"DeWitt County, Texas",-39.75,"48","123"
"Deaf Smith County, Texas",-41.4,"48","117"
"Delta County, Texas",-33.48,"48","119"
"Denton County, Texas",-55.9,"48","121"
"Dickens County, Texas",-44.34,"48","125"
"Dimmit County, Texas",-33.06,"48","127"
"Donley County, Texas",-36.98,"48","129"
"Duval County, Texas",-41.58,"48","131"
"Eastland County, Texas",-36.19,"48","133"
"Ector County, Texas",-7.69,"48","135"
"Edwards County, Texas",-48.87,"48","137"
"El Paso County, Texas",-46.94,"48","141"
"Ellis County, Texas",-46.57,"48","139"
"Erath County, Texas",-41.15,"48","143"
"Falls County, Texas",-30.48,"48","145"
"Fannin County, Texas",-26.35,"48","147"
"Fayette County, Texas",-35.65,"48","149"
"Fisher County, Texas",-36.04,"48","151"
"Floyd County, Texas",-48.72,"48","153"
"Foard County, Texas",-38.69,"48","155"
"Fort Bend County, Texas",-57.43,"48","157"
"Franklin County, Texas",-46.78,"48","159"
"Freestone County, Texas",-34.45,"48","161"
"Frio County, Texas",-37.83,"48","163"
"Gaines County, Texas",-38.17,"48","165"
"Galveston County, Texas",-51.31,"48","167"
"Garza County, Texas",-41.44,"48","169"
"Gillespie County, Texas",-45.3,"48","171"
"Glasscock County, Texas",-44.4,"48","173"
"Goliad County, Texas",-53.93,"48","175"
"Gonzales County, Texas",-43.04,"48","177"
"Gray County, Texas",-31.99,"48","179"
"Grayson County, Texas",-44.71,"48","181"
"Gregg County, Texas",-36.09,"48","183"
"Grimes County, Texas",-36.13,"48","185"
"Guadalupe County, Texas",-43.31,"48","187"
"Hale County, Texas",-48.65,"48","189"
"Hall County, Texas",-41.24,"48","191"
"Hamilton County, Texas",-31.9,"48","193"
"Hansford County, Texas",-28.98,"48","195"
"Hardeman County, Texas",-49.53,"48","197"
"Hardin County, Texas",-39.58,"48","199"
"Harris County, Texas",-52.21,"48","201"
"Harrison County, Texas",-43.11,"48","203"
"Hartley County, Texas",-47.11,"48","205"
"Haskell County, Texas",-35.17,"48","207"
"Hays County, Texas",-47.24,"48","209"
"Hemphill County, Texas",-31.56,"48","211"
"Henderson County, Texas",-24.89,"48","213"
"Hidalgo County, Texas",-43.94,"48","215"
"Hill County, Texas",-47.39,"48","217"
"Hockley County, Texas",-36.1,"48","219"
"Hood County, Texas",-40.55,"48","221"
"Hopkins County, Texas",-41.11,"48","223"
"Houston County, Texas",-34.03,"48","225"
"Howard County, Texas",-28.95,"48","227"
"Hudspeth County, Texas",-52.68,"48","229"
"Hunt County, Texas",-30.71,"48","231"
"Hutchinson County, Texas",-27.92,"48","233"
"Irion County, Texas",-45.63,"48","235"
"Jack County, Texas",-39.57,"48","237"
"Jackson County, Texas",-37.82,"48","239"
"Jasper County, Texas",-32.28,"48","241"
"Jeff Davis County, Texas",-49.46,"48","243"
"Jefferson County, Texas",-34.78,"48","245"
"Jim Hogg County, Texas",-32.58,"48","247"
"Jim Wells County, Texas",-34.87,"48","249"
"Johnson County, Texas",-37.66,"48","251"
"Jones County, Texas",-34.74,"48","253"
"Karnes County, Texas",-40.09,"48","255"
"Kaufman County, Texas",-40.21,"48","257"
"Kendall County, Texas",-47.48,"48","259"
"Kenedy County, Texas",-43.34,"48","261"
"Kent County, Texas",-40.23,"48","263"
"Kerr County, Texas",-40.04,"48","265"
"Kimble County, Texas",-31.37,"48","267"
"King County, Texas",-45.64,"48","269"
"Kinney County, Texas",-54.23,"48","271"
"Kleberg County, Texas",-32.76,"48","273"
"Knox County, Texas",-45.68,"48","275"
"La Salle County, Texas",-44.92,"48","283"
"Lamar County, Texas",-30.57,"48","277"
"Lamb County, Texas",-40.83,"48","279"
"Lampasas County, Texas",-47.6,"48","281"
"Lavaca County, Texas",-37.59,"48","285"
"Lee County, Texas",-32.63,"48","287"
"Leon County, Texas",-41.72,"48","289"
"Liberty County, Texas",-32.31,"48","291"
"Limestone County, Texas",-33.03,"48","293"
"Lipscomb County, Texas",-29.16,"48","295"
"Live Oak County, Texas",-46.1,"48","297"
"Llano County, Texas",-47.67,"48","299"
"Loving County, Texas",-26.78,"48","301"
"Lubbock County, Texas",-43.69,"48","303"
"Lynn County, Texas",-37.24,"48","305"
"Madison County, Texas",-28.82,"48","313"
"Marion County, Texas",-34.99,"48","315"
"Martin County, Texas",-31.34,"48","317"
"Mason County, Texas",-51.08,"48","319"
"Matagorda County, Texas",-38.27,"48","321"
"Maverick County, Texas",-37.42,"48","323"
"McCulloch County, Texas",-37,"48","307"
"McLennan County, Texas",-47.08,"48","309"
"McMullen County, Texas",-46.97,"48","311"
"Medina County, Texas",-35.12,"48","325"
"Menard County, Texas",-32.31,"48","327"
"Midland County, Texas",-39.34,"48","329"
"Milam County, Texas",-38.56,"48","331"
"Mills County, Texas",-50.13,"48","333"
"Mitchell County, Texas",-26.47,"48","335"
"Montague County, Texas",-28.62,"48","337"
"Montgomery County, Texas",-45.84,"48","339"
"Moore County, Texas",-41.77,"48","341"
"Morris County, Texas",-29.46,"48","343"
"Motley County, Texas",-36.61,"48","345"
"Nacogdoches County, Texas",-38.68,"48","347"
"Navarro County, Texas",-33.7,"48","349"
"Newton County, Texas",-21.57,"48","351"
"Nolan County, Texas",-19.32,"48","353"
"Nueces County, Texas",-50.69,"48","355"
"Ochiltree County, Texas",-27.21,"48","357"
"Oldham County, Texas",-45.09,"48","359"
"Orange County, Texas",-31.82,"48","361"
"Palo Pinto County, Texas",-28.85,"48","363"
"Panola County, Texas",-43.05,"48","365"
"Parker County, Texas",-43.21,"48","367"
"Parmer County, Texas",-44.14,"48","369"
"Pecos County, Texas",-34.21,"48","371"
"Polk County, Texas",-12.87,"48","373"
"Potter County, Texas",-32.79,"48","375"
"Presidio County, Texas",-60.28,"48","377"
"Rains County, Texas",-39.19,"48","379"
"Randall County, Texas",-45.16,"48","381"
"Reagan County, Texas",-27.04,"48","383"
"Real County, Texas",-36.89,"48","385"
"Red River County, Texas",-28.08,"48","387"
"Reeves County, Texas",-37.16,"48","389"
"Refugio County, Texas",-41.87,"48","391"
"Roberts County, Texas",-29.77,"48","393"
"Robertson County, Texas",-35.88,"48","395"
"Rockwall County, Texas",-52.31,"48","397"
"Runnels County, Texas",-38.11,"48","399"
"Rusk County, Texas",-27.05,"48","401"
"Sabine County, Texas",-33.16,"48","403"
"San Augustine County, Texas",-37.57,"48","405"
"San Jacinto County, Texas",-29.46,"48","407"
"San Patricio County, Texas",-44.58,"48","409"
"San Saba County, Texas",-43.24,"48","411"
"Schleicher County, Texas",-40.76,"48","413"
"Scurry County, Texas",-39.44,"48","415"
"Shackelford County, Texas",-39.48,"48","417"
"Shelby County, Texas",-30.78,"48","419"
"Sherman County, Texas",-43.11,"48","421"
"Smith County, Texas",-34.45,"48","423"
"Somervell County, Texas",-46.78,"48","425"
"Starr County, Texas",-27.51,"48","427"
"Stephens County, Texas",-46.75,"48","429"
"Sterling County, Texas",-36.46,"48","431"
"Stonewall County, Texas",-41.32,"48","433"
"Sutton County, Texas",-50.22,"48","435"
"Swisher County, Texas",-50.32,"48","437"
"Tarrant County, Texas",-50.55,"48","439"
"Taylor County, Texas",-36.69,"48","441"
"Terrell County, Texas",-38.46,"48","443"
"Terry County, Texas",-27.31,"48","445"
"Throckmorton County, Texas",-43.36,"48","447"
"Titus County, Texas",-47.15,"48","449"
"Tom Green County, Texas",-45.4,"48","451"
"Travis County, Texas",-55.21,"48","453"
"Trinity County, Texas",-29.71,"48","455"
"Tyler County, Texas",-32.94,"48","457"
"Upshur County, Texas",-26.48,"48","459"
"Upton County, Texas",-33.74,"48","461"
"Uvalde County, Texas",-39.35,"48","463"
"Val Verde County, Texas",-50.51,"48","465"
"Van Zandt County, Texas",-35.83,"48","467"
"Victoria County, Texas",-49.63,"48","469"
"Walker County, Texas",-32.32,"48","471"
"Waller County, Texas",-34.55,"48","473"
"Ward County, Texas",-30.84,"48","475"
"Washington County, Texas",-45.49,"48","477"
"Webb County, Texas",-41.94,"48","479"
"Wharton County, Texas",-40.5,"48","481"
"Wheeler County, Texas",-29,"48","483"
"Wichita County, Texas",-29.23,"48","485"
"Wilbarger County, Texas",-25.79,"48","487"
"Willacy County, Texas",-55.72,"48","489"
"Williamson County, Texas",-64.51,"48","491"
"Wilson County, Texas",-42.43,"48","493"
"Winkler County, Texas",-17.86,"48","495"
"Wise County, Texas",-31.12,"48","497"
"Wood County, Texas",-38.44,"48","499"
"Yoakum County, Texas",-45.64,"48","501"
"Young County, Texas",-28.86,"48","503"
"Zapata County, Texas",-32.62,"48","505"
"Zavala County, Texas",-37.03,"48","507"
"Beaver County, Utah",-31.24,"49","001"
"Box Elder County, Utah",-36.88,"49","003"
"Cache County, Utah",-44.85,"49","005"
"Carbon County, Utah",-22.94,"49","007"
"Daggett County, Utah",-51.38,"49","009"
"Davis County, Utah",-42.67,"49","011"
"Duchesne County, Utah",-46.67,"49","013"
"Emery County, Utah",-37.54,"49","015"
"Garfield County, Utah",-46.01,"49","017"
"Grand County, Utah",-45.58,"49","019"
"Iron County, Utah",-34.22,"49","021"
"Juab County, Utah",-31.83,"49","023"
"Kane County, Utah",-34.72,"49","025"
"Millard County, Utah",-36.09,"49","027"
"Morgan County, Utah",-53.59,"49","029"
"Piute County, Utah",-39.96,"49","031"
"Rich County, Utah",-49.55,"49","033"
"Salt Lake County, Utah",-42.83,"49","035"
"San Juan County, Utah",-48.48,"49","037"
"Sanpete County, Utah",-39.73,"49","039"
"Sevier County, Utah",-31.02,"49","041"
"Summit County, Utah",-51.39,"49","043"
"Tooele County, Utah",-45.06,"49","045"
"Uintah County, Utah",-44.69,"49","047"
"Utah County, Utah",-39.5,"49","049"
"Wasatch County, Utah",-52.29,"49","051"
"Washington County, Utah",-46.65,"49","053"
"Wayne County, Utah",-37.09,"49","055"
"Weber County, Utah",-39.84,"49","057"
"Addison County, Vermont",-55.65,"50","001"
"Bennington County, Vermont",-47.33,"50","003"
"Caledonia County, Vermont",-50.55,"50","005"
"Chittenden County, Vermont",-62.23,"50","007"
"Essex County, Vermont",-56.83,"50","009"
"Franklin County, Vermont",-55.7,"50","011"
"Grand Isle County, Vermont",-59.61,"50","013"
"Lamoille County, Vermont",-50.12,"50","015"
"Orange County, Vermont",-47.82,"50","017"
"Orleans County, Vermont",-46.93,"50","019"
"Rutland County, Vermont",-54.74,"50","021"
"Washington County, Vermont",-50.57,"50","023"
"Windham County, Vermont",-48.7,"50","025"
"Windsor County, Vermont",-50.59,"50","027"
"Accomack County, Virginia",-49.84,"51","001"
"Albemarle County, Virginia",-61.57,"51","003"
"Alexandria City, Virginia",-57.88,"51","510"
"Alleghany County, Virginia",-46.3,"51","005"
"Amelia County, Virginia",-50.6,"51","007"
"Amherst County, Virginia",-52.17,"51","009"
"Appomattox County, Virginia",-41.16,"51","011"
"Arlington County, Virginia",-56.02,"51","013"
"Augusta County, Virginia",-53.77,"51","015"
"Bath County, Virginia",-50.16,"51","017"
"Bedford County, Virginia",-53.3,"51","019"
"Bland County, Virginia",-39.18,"51","021"
"Botetourt County, Virginia",-51.08,"51","023"
"Bristol City, Virginia",-35.14,"51","520"
"Brunswick County, Virginia",-44.58,"51","025"
"Buchanan County, Virginia",-45.76,"51","027"
"Buckingham County, Virginia",-46.02,"51","029"
"Buena Vista City, Virginia",-63.12,"51","530"
"Campbell County, Virginia",-51.61,"51","031"
"Caroline County, Virginia",-49.29,"51","033"
"Carroll County, Virginia",-39.48,"51","035"
"Charles City County, Virginia",-58.36,"51","036"
"Charlotte County, Virginia",-44.52,"51","037"
"Charlottesville City, Virginia",-61.57,"51","540"
"Chesapeake City, Virginia",-59.14,"51","550"
"Chesterfield County, Virginia",-55.02,"51","041"
"Clarke County, Virginia",-54.27,"51","043"
